label,Comment,text,,,
Yes,,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,
Yes,,Tmr timin still da same wat cos i got lesson until 6...,,,
Yes,,"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,
No,,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
Yes,,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,,,
Yes,,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,
Yes,,Okie... Thanx...,,,
Yes,,"Gosh that , what a pain. Spose I better come then.",,,
Yes,,"As usual..iam fine, happy &amp; doing well..:)",,,
Yes,,Okie,,,
Yes,,So when you gonna get rimac access ,,,
Yes,,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",,,
Yes,,You call times job today ok umma and ask them to speed up,,,
Yes,,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",,,
Yes,,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,,,
Yes,,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
Yes,,Hello madam how are you ?,,,
Yes,,"Awesome, text me when you're restocked",,,
Yes,,"As usual..iam fine, happy &amp; doing well..:)",,,
No,,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,,,
Yes,,Yes. It's all innocent fun. O:-),,,
Yes,,Thanks for sending this mental ability question..,,,
Yes,,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",,,
Yes,,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,,,
Yes,,I went to ur hon lab but no one is there.,,,
Yes,,I cant pick the phone right now. Pls send a message,,,
Yes,,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,,,
No,,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,
Yes,,How come?,,,
Yes,,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
Yes,,Ok lor...,,,
Yes,,I'm coming home 4 dinner.,,,
Yes,,S da..al r above  &lt;#&gt;,,,
No,,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",,,
Yes,,Unni thank you dear for the recharge..Rakhesh,,,
Yes,,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
Yes,,Haha... They cant what... At the most tmr forfeit... haha so how?,,,
Yes,,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",,,
Yes,,No way I'm going back there!,,,
No,,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",,,
Yes,,I WILL CAL YOU SIR. In meeting,,,
Yes,,"That's what I love to hear :V see you sundayish, then",,,
Yes,,"Sorry da thangam, very very sorry i am held up with prasad.",,,
Yes,,Tiwary to rcb.battle between bang and kochi.,,,
Yes,,Thank god they are in bed!,,,
Yes,,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,,,
Yes,,Am in gobi arts college,,,
Yes,,Why she wants to talk to me,,,
Yes,,Pandy joined 4w technologies today.he got job..,,,
No,,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
Yes,,"They can try! They can get lost, in fact. Tee hee",,,
Yes,,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
Yes,,My friends use to call the same.,,,
Yes,,"Sorry, I'll call later",,,
Yes,,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",,,
Yes,,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
Yes,,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,
Yes,,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
Yes,,Do you like shaking your booty on the dance floor?,,,
Yes,,"Text me when you get off, don't call, my phones having problems",,,
Yes,,No need for the drug anymore.,,,
Yes,,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,,,
Yes,,Its sarcasm.. .nt scarcasim,,,
Yes,,Great! I have to run now so ttyl!,,,
Yes,,Feel like trying kadeem again? :V,,,
Yes,,Dai  &lt;#&gt;  naal eruku.,,,
Yes,,Not yet chikku..wat abt u?,,,
Yes,,Ok...,,,
Yes,,Want to finally have lunch today?,,,
Yes,,Do you know when dad will be back?,,,
No,,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",,,
No,,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,,
Yes,,He remains a bro amongst bros,,,
Yes,,R u meeting da ge at nite tmr?,,,
Yes,,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",,,
Yes,,Why de. You looking good only:-)..,,,
No,,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,
No,,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,
Yes,,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,,,
Yes,,"That's cool, I'll come by like  &lt;#&gt; ish",,,
Yes,,Super msg da:)nalla timing.,,,
Yes,,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
Yes,,I am 6 ft. We will be a good combination!,,,
Yes,,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
Yes,,* Am on a train back from northampton so i'm afraid not!,,,
Yes,,Where in abj are you serving. Are you staying with dad or alone.,,,
Yes,,Was playng 9 doors game and gt racing on phone lol,,,
No,,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,
Yes,,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
Yes,,I'm on da bus going home...,,,
Yes,,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
Yes,,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
Yes,,Yupz... I've oredi booked slots 4 my weekends liao... ,,,
No,,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,,,
Yes,,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,,,
Yes,,Okie,,,
Yes,,Yes I know the cheesy songs from frosty the snowman :),,,
Yes,,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",,,
No,,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,
Yes,,Hey tmr meet at bugis 930 ?,,,
No,,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",,,
Yes,,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
Yes,,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,,,
Yes,,And whenever you and i see we can still hook up too.,,,
Yes,,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,
Yes,,Can you use foreign stamps for whatever you send them off for? ,,,
No,,FROM 88066 LOST å£12 HELP,,,
Yes,,Oh baby of the house. How come you dont have any new pictures on facebook,,,
Yes,,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
Yes,,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",,,
Yes,,"Omw back to tampa from west palm, you hear what happened?",,,
Yes,,Yup no more already... Thanx 4 printing n handing it up.,,,
No,,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,,,
Yes,,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,,,
Yes,,S now only i took tablets . Reaction morning only.,,,
No,,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
Yes,,"Nah, I'm a perpetual DD",,,
Yes,,Sorry de i went to shop.,,,
No,,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
Yes,,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
Yes,,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,,,
Yes,,Nope i'm not drivin... I neva develop da photos lei...,,,
Yes,,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,,,
Yes,,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,,,
Yes,,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
Yes,,Okie.. Thanx..,,,
No,,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
Yes,,Go where n buy? Juz buy when we get there lar.,,,
Yes,,Ok lor...,,,
Yes,,I'm working technical support :)voice process.,,,
Yes,,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
Yes,,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
Yes,,Nope... C Ì_ then...,,,
Yes,,No. But we'll do medical missions to nigeria,,,
Yes,,No i am not having not any movies in my laptop,,,
Yes,,Whatsup there. Dont u want to sleep,,,
No,,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ‰ÛÏ,,,
No,,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
Yes,,I havent lei.. Next mon can?,,,
Yes,,Mm feeling sleepy. today itself i shall get that dear,,,
Yes,,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
Yes,,Do Ì_ noe if ben is going?,,,
Yes,,Can you do a mag meeting this avo at some point?,,,
Yes,,I meant middle left or right?,,,
Yes,,Really? I crashed out cuddled on my sofa.,,,
Yes,,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,,,
Yes,,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
Yes,,Are you this much buzy,,,
Yes,,Nothing. Can...,,,
No,,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
Yes,,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,,,
Yes,,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,,,
Yes,,"Tick, tick, tick ... Babe",,,
Yes,,R Ì_ going 4 today's meeting?,,,
Yes,,K da:)how many page you want?,,,
Yes,,Ya had just now.onion roast.,,,
Yes,,Send his number and give reply tomorrow morning for why you said that to him like that ok,,,
Yes,,You said not now. No problem. When you can. Let me know.,,,
Yes,,Ok but tell me half an hr b4 u come i need 2 prepare.,,,
Yes,,Play w computer? Aiyah i tok 2 u lor?,,,
Yes,,Sat right? Okay thanks... ,,,
Yes,,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",,,
Yes,,Ok Chinese food on its way. When I get fat you're paying for my lipo.,,,
Yes,,We r outside already.,,,
Yes,,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,,,
Yes,,Yo we are watching a movie on netflix,,,
Yes,,What time. I‰Û÷m out until prob 3 or so,,,
Yes,,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",,,
Yes,,I dont thnk its a wrong calling between us,,,
Yes,,I am not sure about night menu. . . I know only about noon menu,,,
Yes,,ARR birthday today:) i wish him to get more oscar.,,,
Yes,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
Yes,,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",,,
Yes,, and  picking them up from various points,,,
No,,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,,,
Yes,,Wow v v impressed. Have funs shopping!,,,
Yes,,I am on the way to ur home,,,
No,,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,,,
Yes,,No problem. Talk to you later,,,
Yes,,Then ur sis how?,,,
Yes,,Still in customer place,,,
No,,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,,,
Yes,,"Dude u knw also telugu..thts gud..k, gud nyt..",,,
Yes,,We confirm eating at esplanade?,,,
Yes,,Send me your id and password,,,
Yes,,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,,,
No,,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,
Yes,,Well I might not come then...,,,
Yes,,Long after I quit. I get on only like 5 minutes a day as it is.,,,
Yes,,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,,,
Yes,,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,,,
Yes,,"Just arrived, see you in a couple days &lt;3",,,
Yes,,"K, wat s tht incident?",,,
Yes,,Yeah get the unlimited,,,
Yes,,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
Yes,,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",,,
Yes,,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,,,
Yes,,When you are big..| God will bring success.,,,
No,,U‰Ûªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,,,
Yes,,"‰Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",Well there's still a bit left if you guys want to tonight,,
Yes,,Not from this campus. Are you in the library?,,,
Yes,,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",,,
Yes,,How will I creep on you now? ;_;,,,
Yes,,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
Yes,,If I get there before you after your ten billion calls and texts so help me god,,,
Yes,,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
Yes,,I've told him that i've returned it. That should i re order it.,,,
Yes,,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",,,
Yes,,Depends on where u going lor.,,,
Yes,,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,,,
No,,FreeMsg>FAV XMAS TONES!Reply REAL,,,
Yes,,Lil fever:) now fine:),,,
Yes,,I think it's all still in my car,,,
Yes,,Can a not?,,,
No,,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,,,
Yes,,Yes princess! I want to catch you with my big strong hands...,,,
Yes,,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
Yes,,Mm so you asked me not to call radio,,,
Yes,,Thinkin about someone is all good. No drugs for that,,,
Yes,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
Yes,,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",,,
Yes,,"Alright if you're sure, let me know when you're leaving",,,
Yes,,Some are lasting as much as 2 hours. You might get lucky.,,,
Yes,,Genius what's up. How your brother. Pls send his number to my skype.,,,
No,,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,
Yes,,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,
Yes,,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
No,,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,
Yes,,Oh god..taken the teeth?is it paining,,,
No,,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,
Yes,,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,
Yes,,No need to buy lunch for me.. I eat maggi mee..,,,
No,,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
Yes,,Ok lor...,,,
Yes,,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",,,
Yes,,Wife.how she knew the time of murder exactly,,,
No,,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,,,
Yes,,Howz that persons story,,,
Yes,,Thanx 4 sending me home...,,,
Yes,,Its normally hot mail. Com you see!,,,
No,,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
Yes,,U sick still can go shopping?,,,
Yes,,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",,,
Yes,,Nice.nice.how is it working?,,,
Yes,,1's reach home call me.,,,
Yes,,Were trying to find a Chinese food place around here,,,
Yes,,"Easy mate, * guess the quick drink was bit ambitious.",,,
Yes,,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
Yes,,Ok thanx...,,,
Yes,,aathi..where are you dear..,,,
Yes,,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",,,
Yes,,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,,,
Yes,,Will be out of class in a few hours. Sorry,,,
Yes,,Wat time u finish ur lect today?,,,
No,,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",,,
Yes,,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
No,,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",,,
Yes,,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,,,
Yes,,Are you going to wipro interview today?,,,
Yes,,how tall are you princess?,,,
Yes,,I doubt you could handle 5 times per night in any case...,,,
Yes,,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,,,
Yes,,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,
Yes,,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
Yes,,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,,,
Yes,,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,,,
Yes,,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
Yes,,I want to be there so i can kiss you and feel you next to me,,,
Yes,,I am not at all happy with what you saying or doing,,,
No,,Adult 18 Content Your video will be with you shortly,,,
Yes,,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",,,
Yes,,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,,,
Yes,,He says hi and to get your ass back to south tampa (preferably at a kegger),,,
Yes,,Smith waste da.i wanna gayle.,,,
Yes,,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",,,
Yes,,"Aight, tomorrow around  &lt;#&gt;  it is",,,
Yes,,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
No,,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,
Yes,,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
Yes,,See you there! ,,,
Yes,,I dont understand your message.,,,
Yes,,Crucify is c not s. You should have told me earlier.,,,
Yes,,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,
Yes,,Fuck cedar key and fuck her (come over anyway tho),,,
Yes,,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
No,,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",,,
Yes,,U still painting ur wall?,,,
No,,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",,,
Yes,,Printer is cool. I mean groovy. Wine is groovying,,,
Yes,,Hi Harish's rent has been transfred to ur Acnt.,,,
Yes,,Anything lor is she coming?,,,
Yes,,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,,,
Yes,,ÌÏ still attending da talks?,,,
Yes,,No probs hon! How u doinat the mo?,,,
Yes,,K I'll take care of it,,,
Yes,,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,,,
Yes,,My battery is low babe,,,
Yes,,Shuhui has bought ron's present it's a swatch watch...,,,
Yes,,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",,,
Yes,,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
Yes,,K I'll be sure to get up before noon and see what's what,,,
Yes,,K...k...yesterday i was in cbe .,,,
Yes,,Went to ganesh dress shop,,,
No,,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",,,
Yes,,ÌÏ collecting ur laptop then going to configure da settings izzit?,,,
Yes,,If you r @ home then come down within 5 min,,,
Yes,,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
Yes,,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,,,
No,,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
Yes,,"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it.",,,
Yes,,Tell me pa. How is pain de.,,,
Yes,,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,,,
Yes,,"Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",,,
Yes,,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
Yes,,ALRITE,,,
Yes,,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,,,
No,,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,,,
Yes,,How do you guys go to see movies on your side.,,,
Yes,,"Sorry,in meeting I'll call later",,,
Yes,,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
Yes,,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
No,,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
Yes,,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,
Yes,,What time should I tell my friend to be around?,,,
Yes,,Yes. that will be fine. Love you. Be safe.,,,
Yes,,Thanks chikku..:-) gud nyt:-*,,,
Yes,,Is xy in ur car when u picking me up?,,,
Yes,,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
Yes,,"Yo, any way we could pick something up tonight?",,,
Yes,,I've not sent it. He can send me.,,,
Yes,,Fine am simply sitting.,,,
Yes,,Thts god's gift for birds as humans hav some natural gift frm god..,,,
Yes,,Are you coming to day for class.,,,
Yes,,Im done. Just studyn in library,,,
Yes,,Ok... U enjoy ur shows...,,,
Yes,,Anything...,,,
